# x1 x2 x3 x4
# 23331 4
# 11 21 101 4
 6.59733346e-03 -2.00000000e-01 -1.00000000e-01  1.04614383e+00
 2.83685349e-01 -2.00000000e-01 -1.00000000e-01  1.04614370e+00
 2.90282683e-01 -2.00000000e-01 -1.00000000e-01  1.04614358e+00
 2.96880017e-01 -2.00000000e-01 -1.00000000e-01  1.04614353e+00
 3.03477351e-01 -2.00000000e-01 -1.00000000e-01  1.04614352e+00
 3.10074685e-01 -2.00000000e-01 -1.00000000e-01  1.04614353e+00
 3.16672018e-01 -2.00000000e-01 -1.00000000e-01  1.04614355e+00
 3.23269353e-01 -2.00000000e-01 -1.00000000e-01  1.04614358e+00
 3.29866686e-01 -2.00000000e-01 -1.00000000e-01  1.04614358e+00
 3.36464019e-01 -2.00000000e-01 -1.00000000e-01  1.04614355e+00
 3.43061354e-01 -2.00000000e-01 -1.00000000e-01  1.04614352e+00
 3.49658687e-01 -2.00000000e-01 -1.00000000e-01  1.04614356e+00
 3.56256021e-01 -2.00000000e-01 -1.00000000e-01  1.04614363e+00
 3.62853355e-01 -2.00000000e-01 -1.00000000e-01  1.04614369e+00
 3.69450688e-01 -2.00000000e-01 -1.00000000e-01  1.04614370e+00
 3.76048022e-01 -2.00000000e-01 -1.00000000e-01  1.04614360e+00
 3.82645356e-01 -2.00000000e-01 -1.00000000e-01  1.04614338e+00
 3.89242689e-01 -2.00000000e-01 -1.00000000e-01  1.04614319e+00
 3.95840023e-01 -2.00000000e-01 -1.00000000e-01  1.04614340e+00
 4.02437356e-01 -2.00000000e-01 -1.00000000e-01  1.04614365e+00
 4.09034690e-01 -2.00000000e-01 -1.00000000e-01  1.04614386e+00
 4.15632024e-01 -2.00000000e-01 -1.00000000e-01  1.04614396e+00
 4.22229358e-01 -2.00000000e-01 -1.00000000e-01  1.04614388e+00
 4.28826692e-01 -2.00000000e-01 -1.00000000e-01  1.04614357e+00
 4.35424025e-01 -2.00000000e-01 -1.00000000e-01  1.04614310e+00
 4.42021359e-01 -2.00000000e-01 -1.00000000e-01  1.04614300e+00
 4.48618693e-01 -2.00000000e-01 -1.00000000e-01  1.04614323e+00
 4.55216027e-01 -2.00000000e-01 -1.00000000e-01  1.04614368e+00
 4.61813361e-01 -2.00000000e-01 -1.00000000e-01  1.04614402e+00
 4.68410694e-01 -2.00000000e-01 -1.00000000e-01  1.04614411e+00
 4.75008028e-01 -2.00000000e-01 -1.00000000e-01  1.04614385e+00
 4.81605362e-01 -2.00000000e-01 -1.00000000e-01  1.04614339e+00
 4.88202695e-01 -2.00000000e-01 -1.00000000e-01  1.04614322e+00
 4.94800029e-01 -2.00000000e-01 -1.00000000e-01  1.04614327e+00
 5.01397363e-01 -2.00000000e-01 -1.00000000e-01  1.04614344e+00
 5.07994696e-01 -2.00000000e-01 -1.00000000e-01  1.04614362e+00
 5.14592030e-01 -2.00000000e-01 -1.00000000e-01  1.04614370e+00
 5.21189364e-01 -2.00000000e-01 -1.00000000e-01  1.04614358e+00
 5.27786697e-01 -2.00000000e-01 -1.00000000e-01  1.04614342e+00
 5.34384031e-01 -2.00000000e-01 -1.00000000e-01  1.04614349e+00
 5.40981365e-01 -2.00000000e-01 -1.00000000e-01  1.04614368e+00
 5.47578699e-01 -2.00000000e-01 -1.00000000e-01  1.04614385e+00
 5.54176032e-01 -2.00000000e-01 -1.00000000e-01  1.04614390e+00
 5.60773367e-01 -2.00000000e-01 -1.00000000e-01  1.04614370e+00
 5.67370700e-01 -2.00000000e-01 -1.00000000e-01  1.04614324e+00
 5.73968034e-01 -2.00000000e-01 -1.00000000e-01  1.04614307e+00
 5.80565367e-01 -2.00000000e-01 -1.00000000e-01  1.04614320e+00
 5.87162701e-01 -2.00000000e-01 -1.00000000e-01  1.04614349e+00
 5.93760035e-01 -2.00000000e-01 -1.00000000e-01  1.04614381e+00
 6.00357368e-01 -2.00000000e-01 -1.00000000e-01  1.04614393e+00
 6.06954702e-01 -2.00000000e-01 -1.00000000e-01  1.04614368e+00
 6.13552036e-01 -2.00000000e-01 -1.00000000e-01  1.04614344e+00
 6.20149369e-01 -2.00000000e-01 -1.00000000e-01  1.04614347e+00
 6.26746704e-01 -2.00000000e-01 -1.00000000e-01  1.04614364e+00
 6.33344037e-01 -2.00000000e-01 -1.00000000e-01  1.04614380e+00
 6.39941371e-01 -2.00000000e-01 -1.00000000e-01  1.04614381e+00
 6.46538705e-01 -2.00000000e-01 -1.00000000e-01  1.04614354e+00
 6.53136038e-01 -2.00000000e-01 -1.00000000e-01  1.04614317e+00
 6.59733372e-01 -2.00000000e-01 -1.00000000e-01  1.04614314e+00
 6.66330707e-01 -2.00000000e-01 -1.00000000e-01  1.04614340e+00
 6.59733346e-03 -1.80000000e-01 -1.00000000e-01  1.04307579e+00
 1.31946673e-02 -1.80000000e-01 -1.00000000e-01  1.04307547e+00
 1.97920014e-02 -1.80000000e-01 -1.00000000e-01  1.04307523e+00
 2.63893344e-02 -1.80000000e-01 -1.00000000e-01  1.04307534e+00
 3.29866682e-02 -1.80000000e-01 -1.00000000e-01  1.04307570e+00
 3.95840025e-02 -1.80000000e-01 -1.00000000e-01  1.04307582e+00
 4.61813354e-02 -1.80000000e-01 -1.00000000e-01  1.04307575e+00
 5.27786697e-02 -1.80000000e-01 -1.00000000e-01  1.04307561e+00
 5.93760038e-02 -1.80000000e-01 -1.00000000e-01  1.04307552e+00
 6.59733373e-02 -1.80000000e-01 -1.00000000e-01  1.04307558e+00
 7.25706706e-02 -1.80000000e-01 -1.00000000e-01  1.04307590e+00
 7.91680047e-02 -1.80000000e-01 -1.00000000e-01  1.04307602e+00
 8.57653388e-02 -1.80000000e-01 -1.00000000e-01  1.04307578e+00
 9.23626722e-02 -1.80000000e-01 -1.00000000e-01  1.04307549e+00
 9.89600056e-02 -1.80000000e-01 -1.00000000e-01  1.04307527e+00
 1.05557339e-01 -1.80000000e-01 -1.00000000e-01  1.04307523e+00
 1.12154673e-01 -1.80000000e-01 -1.00000000e-01  1.04307546e+00
 1.18752007e-01 -1.80000000e-01 -1.00000000e-01  1.04307593e+00
 1.25349341e-01 -1.80000000e-01 -1.00000000e-01  1.04307614e+00
 1.31946675e-01 -1.80000000e-01 -1.00000000e-01  1.04307607e+00
 1.38544008e-01 -1.80000000e-01 -1.00000000e-01  1.04307580e+00
 1.45141342e-01 -1.80000000e-01 -1.00000000e-01  1.04307541e+00
 1.51738675e-01 -1.80000000e-01 -1.00000000e-01  1.04307515e+00
 1.58336009e-01 -1.80000000e-01 -1.00000000e-01  1.04307528e+00
 1.64933343e-01 -1.80000000e-01 -1.00000000e-01  1.04307570e+00
 1.71530677e-01 -1.80000000e-01 -1.00000000e-01  1.04307592e+00
 1.78128010e-01 -1.80000000e-01 -1.00000000e-01  1.04307595e+00
 1.84725344e-01 -1.80000000e-01 -1.00000000e-01  1.04307586e+00
 1.91322678e-01 -1.80000000e-01 -1.00000000e-01  1.04307569e+00
 1.97920012e-01 -1.80000000e-01 -1.00000000e-01  1.04307550e+00
 2.04517346e-01 -1.80000000e-01 -1.00000000e-01  1.04307537e+00
 2.11114679e-01 -1.80000000e-01 -1.00000000e-01  1.04307556e+00
 2.17712013e-01 -1.80000000e-01 -1.00000000e-01  1.04307571e+00
 2.24309346e-01 -1.80000000e-01 -1.00000000e-01  1.04307576e+00
 2.30906680e-01 -1.80000000e-01 -1.00000000e-01  1.04307575e+00
 2.37504014e-01 -1.80000000e-01 -1.00000000e-01  1.04307570e+00
 2.44101348e-01 -1.80000000e-01 -1.00000000e-01  1.04307564e+00
 2.50698681e-01 -1.80000000e-01 -1.00000000e-01  1.04307560e+00
 2.57296015e-01 -1.80000000e-01 -1.00000000e-01  1.04307561e+00
 2.63893349e-01 -1.80000000e-01 -1.00000000e-01  1.04307564e+00
 2.70490682e-01 -1.80000000e-01 -1.00000000e-01  1.04307566e+00
 2.77088016e-01 -1.80000000e-01 -1.00000000e-01  1.04307568e+00
 2.83685349e-01 -1.80000000e-01 -1.00000000e-01  1.04307568e+00
 2.90282683e-01 -1.80000000e-01 -1.00000000e-01  1.04307567e+00
 2.96880017e-01 -1.80000000e-01 -1.00000000e-01  1.04307565e+00
 3.03477351e-01 -1.80000000e-01 -1.00000000e-01  1.04307562e+00
 3.10074685e-01 -1.80000000e-01 -1.00000000e-01  1.04307559e+00
 3.16672018e-01 -1.80000000e-01 -1.00000000e-01  1.04307561e+00
 3.23269353e-01 -1.80000000e-01 -1.00000000e-01  1.04307567e+00
 3.29866686e-01 -1.80000000e-01 -1.00000000e-01  1.04307573e+00
 3.36464019e-01 -1.80000000e-01 -1.00000000e-01  1.04307576e+00
 3.43061354e-01 -1.80000000e-01 -1.00000000e-01  1.04307575e+00
 3.49658687e-01 -1.80000000e-01 -1.00000000e-01  1.04307565e+00
 3.56256021e-01 -1.80000000e-01 -1.00000000e-01  1.04307545e+00
 3.62853355e-01 -1.80000000e-01 -1.00000000e-01  1.04307541e+00
 3.69450688e-01 -1.80000000e-01 -1.00000000e-01  1.04307558e+00
 3.76048022e-01 -1.80000000e-01 -1.00000000e-01  1.04307577e+00
 3.82645356e-01 -1.80000000e-01 -1.00000000e-01  1.04307591e+00
 3.89242689e-01 -1.80000000e-01 -1.00000000e-01  1.04307596e+00
 3.95840023e-01 -1.80000000e-01 -1.00000000e-01  1.04307584e+00
 4.02437356e-01 -1.80000000e-01 -1.00000000e-01  1.04307552e+00
 4.09034690e-01 -1.80000000e-01 -1.00000000e-01  1.04307517e+00
 4.15632024e-01 -1.80000000e-01 -1.00000000e-01  1.04307523e+00
 4.22229358e-01 -1.80000000e-01 -1.00000000e-01  1.04307560e+00
 4.28826692e-01 -1.80000000e-01 -1.00000000e-01  1.04307594e+00
 4.35424025e-01 -1.80000000e-01 -1.00000000e-01  1.04307613e+00
 4.42021359e-01 -1.80000000e-01 -1.00000000e-01  1.04307608e+00
 4.48618693e-01 -1.80000000e-01 -1.00000000e-01  1.04307572e+00
 4.55216027e-01 -1.80000000e-01 -1.00000000e-01  1.04307531e+00
 4.61813361e-01 -1.80000000e-01 -1.00000000e-01  1.04307522e+00
 4.68410694e-01 -1.80000000e-01 -1.00000000e-01  1.04307535e+00
 4.75008028e-01 -1.80000000e-01 -1.00000000e-01  1.04307562e+00
 4.81605362e-01 -1.80000000e-01 -1.00000000e-01  1.04307592e+00
 4.88202695e-01 -1.80000000e-01 -1.00000000e-01  1.04307602e+00
 4.94800029e-01 -1.80000000e-01 -1.00000000e-01  1.04307572e+00
 5.01397363e-01 -1.80000000e-01 -1.00000000e-01  1.04307553e+00
 5.07994696e-01 -1.80000000e-01 -1.00000000e-01  1.04307555e+00
 5.14592030e-01 -1.80000000e-01 -1.00000000e-01  1.04307568e+00
 5.21189364e-01 -1.80000000e-01 -1.00000000e-01  1.04307580e+00
 5.27786697e-01 -1.80000000e-01 -1.00000000e-01  1.04307579e+00
 5.34384031e-01 -1.80000000e-01 -1.00000000e-01  1.04307556e+00
 5.40981365e-01 -1.80000000e-01 -1.00000000e-01  1.04307524e+00
 5.47578699e-01 -1.80000000e-01 -1.00000000e-01  1.04307531e+00
 5.54176032e-01 -1.80000000e-01 -1.00000000e-01  1.04307562e+00
 5.60773367e-01 -1.80000000e-01 -1.00000000e-01  1.04307592e+00
 5.67370700e-01 -1.80000000e-01 -1.00000000e-01  1.04307609e+00
 5.73968034e-01 -1.80000000e-01 -1.00000000e-01  1.04307599e+00
 5.80565367e-01 -1.80000000e-01 -1.00000000e-01  1.04307557e+00
 5.87162701e-01 -1.80000000e-01 -1.00000000e-01  1.04307538e+00
 5.93760035e-01 -1.80000000e-01 -1.00000000e-01  1.04307544e+00
 6.00357368e-01 -1.80000000e-01 -1.00000000e-01  1.04307561e+00
 6.06954702e-01 -1.80000000e-01 -1.00000000e-01  1.04307576e+00
 6.13552036e-01 -1.80000000e-01 -1.00000000e-01  1.04307574e+00
 6.20149369e-01 -1.80000000e-01 -1.00000000e-01  1.04307545e+00
 6.26746704e-01 -1.80000000e-01 -1.00000000e-01  1.04307536e+00
 6.33344037e-01 -1.80000000e-01 -1.00000000e-01  1.04307553e+00
 6.39941371e-01 -1.80000000e-01 -1.00000000e-01  1.04307579e+00
 6.46538705e-01 -1.80000000e-01 -1.00000000e-01  1.04307599e+00
 6.53136038e-01 -1.80000000e-01 -1.00000000e-01  1.04307600e+00
 6.59733372e-01 -1.80000000e-01 -1.00000000e-01  1.04307567e+00
 6.66330707e-01 -1.80000000e-01 -1.00000000e-01  1.04307541e+00
 6.59733346e-03 -1.60000000e-01 -1.00000000e-01  1.04014705e+00
 1.31946673e-02 -1.60000000e-01 -1.00000000e-01  1.04014732e+00
 1.97920014e-02 -1.60000000e-01 -1.00000000e-01  1.04014769e+00
 2.63893344e-02 -1.60000000e-01 -1.00000000e-01  1.04014776e+00
 3.29866682e-02 -1.60000000e-01 -1.00000000e-01  1.04014762e+00
 3.95840025e-02 -1.60000000e-01 -1.00000000e-01  1.04014742e+00
 4.61813354e-02 -1.60000000e-01 -1.00000000e-01  1.04014725e+00
 5.27786697e-02 -1.60000000e-01 -1.00000000e-01  1.04014726e+00
 5.93760038e-02 -1.60000000e-01 -1.00000000e-01  1.04014748e+00
 6.59733373e-02 -1.60000000e-01 -1.00000000e-01  1.04014753e+00
 7.25706706e-02 -1.60000000e-01 -1.00000000e-01  1.04014743e+00
 7.91680047e-02 -1.60000000e-01 -1.00000000e-01  1.04014728e+00
 8.57653388e-02 -1.60000000e-01 -1.00000000e-01  1.04014720e+00
 9.23626722e-02 -1.60000000e-01 -1.00000000e-01  1.04014728e+00
 9.89600056e-02 -1.60000000e-01 -1.00000000e-01  1.04014763e+00
 1.05557339e-01 -1.60000000e-01 -1.00000000e-01  1.04014786e+00
 1.12154673e-01 -1.60000000e-01 -1.00000000e-01  1.04014775e+00
 1.18752007e-01 -1.60000000e-01 -1.00000000e-01  1.04014740e+00
 1.25349341e-01 -1.60000000e-01 -1.00000000e-01  1.04014709e+00
 1.31946675e-01 -1.60000000e-01 -1.00000000e-01  1.04014697e+00
 1.38544008e-01 -1.60000000e-01 -1.00000000e-01  1.04014713e+00
 1.45141342e-01 -1.60000000e-01 -1.00000000e-01  1.04014758e+00
 1.51738675e-01 -1.60000000e-01 -1.00000000e-01  1.04014782e+00
 1.58336009e-01 -1.60000000e-01 -1.00000000e-01  1.04014781e+00
 1.64933343e-01 -1.60000000e-01 -1.00000000e-01  1.04014763e+00
 1.71530677e-01 -1.60000000e-01 -1.00000000e-01  1.04014733e+00
 1.78128010e-01 -1.60000000e-01 -1.00000000e-01  1.04014703e+00
 1.84725344e-01 -1.60000000e-01 -1.00000000e-01  1.04014707e+00
 1.91322678e-01 -1.60000000e-01 -1.00000000e-01  1.04014742e+00
 1.97920012e-01 -1.60000000e-01 -1.00000000e-01  1.04014762e+00
 2.04517346e-01 -1.60000000e-01 -1.00000000e-01  1.04014767e+00
 2.11114679e-01 -1.60000000e-01 -1.00000000e-01  1.04014761e+00
 2.17712013e-01 -1.60000000e-01 -1.00000000e-01  1.04014748e+00
 2.24309346e-01 -1.60000000e-01 -1.00000000e-01  1.04014731e+00
 2.30906680e-01 -1.60000000e-01 -1.00000000e-01  1.04014718e+00
 2.37504014e-01 -1.60000000e-01 -1.00000000e-01  1.04014733e+00
 2.44101348e-01 -1.60000000e-01 -1.00000000e-01  1.04014747e+00
 2.50698681e-01 -1.60000000e-01 -1.00000000e-01  1.04014754e+00
 2.57296015e-01 -1.60000000e-01 -1.00000000e-01  1.04014755e+00
 2.63893349e-01 -1.60000000e-01 -1.00000000e-01  1.04014751e+00
 2.70490682e-01 -1.60000000e-01 -1.00000000e-01  1.04014743e+00
 2.77088016e-01 -1.60000000e-01 -1.00000000e-01  1.04014734e+00
 2.83685349e-01 -1.60000000e-01 -1.00000000e-01  1.04014729e+00
 2.90282683e-01 -1.60000000e-01 -1.00000000e-01  1.04014738e+00
 2.96880017e-01 -1.60000000e-01 -1.00000000e-01  1.04014747e+00
 3.03477351e-01 -1.60000000e-01 -1.00000000e-01  1.04014753e+00
 3.10074685e-01 -1.60000000e-01 -1.00000000e-01  1.04014755e+00
 3.16672018e-01 -1.60000000e-01 -1.00000000e-01  1.04014752e+00
 3.23269353e-01 -1.60000000e-01 -1.00000000e-01  1.04014741e+00
 3.29866686e-01 -1.60000000e-01 -1.00000000e-01  1.04014723e+00
 3.36464019e-01 -1.60000000e-01 -1.00000000e-01  1.04014723e+00
 3.43061354e-01 -1.60000000e-01 -1.00000000e-01  1.04014739e+00
 3.49658687e-01 -1.60000000e-01 -1.00000000e-01  1.04014755e+00
 3.56256021e-01 -1.60000000e-01 -1.00000000e-01  1.04014765e+00
 3.62853355e-01 -1.60000000e-01 -1.00000000e-01  1.04014767e+00
 3.69450688e-01 -1.60000000e-01 -1.00000000e-01  1.04014754e+00
 3.76048022e-01 -1.60000000e-01 -1.00000000e-01  1.04014725e+00
 3.82645356e-01 -1.60000000e-01 -1.00000000e-01  1.04014700e+00
 3.89242689e-01 -1.60000000e-01 -1.00000000e-01  1.04014716e+00
 3.95840023e-01 -1.60000000e-01 -1.00000000e-01  1.04014749e+00
 4.02437356e-01 -1.60000000e-01 -1.00000000e-01  1.04014773e+00
 4.09034690e-01 -1.60000000e-01 -1.00000000e-01  1.04014784e+00
 4.15632024e-01 -1.60000000e-01 -1.00000000e-01  1.04014774e+00
 4.22229358e-01 -1.60000000e-01 -1.00000000e-01  1.04014736e+00
 4.28826692e-01 -1.60000000e-01 -1.00000000e-01  1.04014701e+00
 4.35424025e-01 -1.60000000e-01 -1.00000000e-01  1.04014699e+00
 4.42021359e-01 -1.60000000e-01 -1.00000000e-01  1.04014722e+00
 4.48618693e-01 -1.60000000e-01 -1.00000000e-01  1.04014760e+00
 4.55216027e-01 -1.60000000e-01 -1.00000000e-01  1.04014784e+00
 4.61813361e-01 -1.60000000e-01 -1.00000000e-01  1.04014780e+00
 4.68410694e-01 -1.60000000e-01 -1.00000000e-01  1.04014743e+00
 4.75008028e-01 -1.60000000e-01 -1.00000000e-01  1.04014722e+00
 4.81605362e-01 -1.60000000e-01 -1.00000000e-01  1.04014723e+00
 4.88202695e-01 -1.60000000e-01 -1.00000000e-01  1.04014735e+00
 4.94800029e-01 -1.60000000e-01 -1.00000000e-01  1.04014749e+00
 5.01397363e-01 -1.60000000e-01 -1.00000000e-01  1.04014753e+00
 5.07994696e-01 -1.60000000e-01 -1.00000000e-01  1.04014738e+00
 5.14592030e-01 -1.60000000e-01 -1.00000000e-01  1.04014723e+00
 5.21189364e-01 -1.60000000e-01 -1.00000000e-01  1.04014732e+00
 5.27786697e-01 -1.60000000e-01 -1.00000000e-01  1.04014752e+00
 5.34384031e-01 -1.60000000e-01 -1.00000000e-01  1.04014770e+00
 5.40981365e-01 -1.60000000e-01 -1.00000000e-01  1.04014776e+00
 5.47578699e-01 -1.60000000e-01 -1.00000000e-01  1.04014755e+00
 5.54176032e-01 -1.60000000e-01 -1.00000000e-01  1.04014714e+00
 5.60773367e-01 -1.60000000e-01 -1.00000000e-01  1.04014704e+00
 5.67370700e-01 -1.60000000e-01 -1.00000000e-01  1.04014718e+00
 5.73968034e-01 -1.60000000e-01 -1.00000000e-01  1.04014744e+00
 5.80565367e-01 -1.60000000e-01 -1.00000000e-01  1.04014767e+00
 5.87162701e-01 -1.60000000e-01 -1.00000000e-01  1.04014767e+00
 5.93760035e-01 -1.60000000e-01 -1.00000000e-01  1.04014736e+00
 6.00357368e-01 -1.60000000e-01 -1.00000000e-01  1.04014727e+00
 6.06954702e-01 -1.60000000e-01 -1.00000000e-01  1.04014739e+00
 6.13552036e-01 -1.60000000e-01 -1.00000000e-01  1.04014758e+00
 6.20149369e-01 -1.60000000e-01 -1.00000000e-01  1.04014768e+00
 6.26746704e-01 -1.60000000e-01 -1.00000000e-01  1.04014757e+00
 6.33344037e-01 -1.60000000e-01 -1.00000000e-01  1.04014719e+00
 6.39941371e-01 -1.60000000e-01 -1.00000000e-01  1.04014707e+00
 6.46538705e-01 -1.60000000e-01 -1.00000000e-01  1.04014720e+00
 6.53136038e-01 -1.60000000e-01 -1.00000000e-01  1.04014744e+00
 6.59733372e-01 -1.60000000e-01 -1.00000000e-01  1.04014764e+00
 6.66330707e-01 -1.60000000e-01 -1.00000000e-01  1.04014757e+00
 6.59733346e-03 -1.40000000e-01 -1.00000000e-01  1.03735878e+00
 1.31946673e-02 -1.40000000e-01 -1.00000000e-01  1.03735874e+00
 1.97920014e-02 -1.40000000e-01 -1.00000000e-01  1.03735851e+00
 2.63893344e-02 -1.40000000e-01 -1.00000000e-01  1.03735821e+00
 3.29866682e-02 -1.40000000e-01 -1.00000000e-01  1.03735806e+00
 3.95840025e-02 -1.40000000e-01 -1.00000000e-01  1.03735823e+00
 4.61813354e-02 -1.40000000e-01 -1.00000000e-01  1.03735857e+00
 5.27786697e-02 -1.40000000e-01 -1.00000000e-01  1.03735864e+00
 5.93760038e-02 -1.40000000e-01 -1.00000000e-01  1.03735855e+00
 6.59733373e-02 -1.40000000e-01 -1.00000000e-01  1.03735840e+00
 7.25706706e-02 -1.40000000e-01 -1.00000000e-01  1.03735831e+00
 7.91680047e-02 -1.40000000e-01 -1.00000000e-01  1.03735840e+00
 8.57653388e-02 -1.40000000e-01 -1.00000000e-01  1.03735865e+00
 9.23626722e-02 -1.40000000e-01 -1.00000000e-01  1.03735860e+00
 9.89600056e-02 -1.40000000e-01 -1.00000000e-01  1.03735842e+00
 1.05557339e-01 -1.40000000e-01 -1.00000000e-01  1.03735823e+00
 1.12154673e-01 -1.40000000e-01 -1.00000000e-01  1.03735814e+00
 1.18752007e-01 -1.40000000e-01 -1.00000000e-01  1.03735822e+00
 1.25349341e-01 -1.40000000e-01 -1.00000000e-01  1.03735859e+00
 1.31946675e-01 -1.40000000e-01 -1.00000000e-01  1.03735884e+00
 1.38544008e-01 -1.40000000e-01 -1.00000000e-01  1.03735880e+00
 1.45141342e-01 -1.40000000e-01 -1.00000000e-01  1.03735854e+00
 1.51738675e-01 -1.40000000e-01 -1.00000000e-01  1.03735817e+00
 1.58336009e-01 -1.40000000e-01 -1.00000000e-01  1.03735800e+00
 1.64933343e-01 -1.40000000e-01 -1.00000000e-01  1.03735813e+00
 1.71530677e-01 -1.40000000e-01 -1.00000000e-01  1.03735853e+00
 1.78128010e-01 -1.40000000e-01 -1.00000000e-01  1.03735875e+00
 1.84725344e-01 -1.40000000e-01 -1.00000000e-01  1.03735877e+00
 1.91322678e-01 -1.40000000e-01 -1.00000000e-01  1.03735863e+00
 1.97920012e-01 -1.40000000e-01 -1.00000000e-01  1.03735839e+00
 2.04517346e-01 -1.40000000e-01 -1.00000000e-01  1.03735812e+00
 2.11114679e-01 -1.40000000e-01 -1.00000000e-01  1.03735812e+00
 2.17712013e-01 -1.40000000e-01 -1.00000000e-01  1.03735842e+00
 2.24309346e-01 -1.40000000e-01 -1.00000000e-01  1.03735861e+00
 2.30906680e-01 -1.40000000e-01 -1.00000000e-01  1.03735866e+00
 2.37504014e-01 -1.40000000e-01 -1.00000000e-01  1.03735861e+00
 2.44101348e-01 -1.40000000e-01 -1.00000000e-01  1.03735849e+00
 2.50698681e-01 -1.40000000e-01 -1.00000000e-01  1.03735832e+00
 2.57296015e-01 -1.40000000e-01 -1.00000000e-01  1.03735818e+00
 2.63893349e-01 -1.40000000e-01 -1.00000000e-01  1.03735834e+00
 2.70490682e-01 -1.40000000e-01 -1.00000000e-01  1.03735850e+00
 2.77088016e-01 -1.40000000e-01 -1.00000000e-01  1.03735858e+00
 2.83685349e-01 -1.40000000e-01 -1.00000000e-01  1.03735860e+00
 2.90282683e-01 -1.40000000e-01 -1.00000000e-01  1.03735855e+00
 2.96880017e-01 -1.40000000e-01 -1.00000000e-01  1.03735843e+00
 3.03477351e-01 -1.40000000e-01 -1.00000000e-01  1.03735824e+00
 3.10074685e-01 -1.40000000e-01 -1.00000000e-01  1.03735823e+00
 3.16672018e-01 -1.40000000e-01 -1.00000000e-01  1.03735841e+00
 3.23269353e-01 -1.40000000e-01 -1.00000000e-01  1.03735856e+00
 3.29866686e-01 -1.40000000e-01 -1.00000000e-01  1.03735865e+00
 3.36464019e-01 -1.40000000e-01 -1.00000000e-01  1.03735865e+00
 3.43061354e-01 -1.40000000e-01 -1.00000000e-01  1.03735853e+00
 3.49658687e-01 -1.40000000e-01 -1.00000000e-01  1.03735827e+00
