# x1 x2 x3 x4 x5 x6 x7 x8 x9
# 23331 9
# 11 21 101 9
 1.31946675e-01 -1.80000000e-01 -1.00000000e-01  5.21184727e-01 -6.96612048e-01 -1.00000000e-01  5.94871688e-02 -7.95103531e-02  1.04307607e+00
 1.38544008e-01 -1.80000000e-01 -1.00000000e-01  5.25551338e-01 -6.93323631e-01 -1.00000000e-01  5.99854985e-02 -7.91349048e-02  1.04307580e+00
 1.45141342e-01 -1.80000000e-01 -1.00000000e-01  5.29897207e-01 -6.90007837e-01 -1.00000000e-01  6.04814707e-02 -7.87562445e-02  1.04307541e+00
 1.51738675e-01 -1.80000000e-01 -1.00000000e-01  5.34222188e-01 -6.86664779e-01 -1.00000000e-01  6.09751007e-02 -7.83745195e-02  1.04307515e+00
 1.58336009e-01 -1.80000000e-01 -1.00000000e-01  5.38526032e-01 -6.83294650e-01 -1.00000000e-01  6.14663967e-02 -7.79898847e-02  1.04307528e+00
 1.64933343e-01 -1.80000000e-01 -1.00000000e-01  5.42808679e-01 -6.79897494e-01 -1.00000000e-01  6.19553371e-02 -7.76023008e-02  1.04307570e+00
 1.71530677e-01 -1.80000000e-01 -1.00000000e-01  5.47069816e-01 -6.76473564e-01 -1.00000000e-01  6.24417283e-02 -7.72116152e-02  1.04307592e+00
 1.78128010e-01 -1.80000000e-01 -1.00000000e-01  5.51309420e-01 -6.73022874e-01 -1.00000000e-01  6.29255887e-02 -7.68178192e-02  1.04307595e+00
 1.84725344e-01 -1.80000000e-01 -1.00000000e-01  5.55527244e-01 -6.69545627e-01 -1.00000000e-01  6.34069268e-02 -7.64209399e-02  1.04307586e+00
 1.91322678e-01 -1.80000000e-01 -1.00000000e-01  5.59723105e-01 -6.66041975e-01 -1.00000000e-01  6.38857585e-02 -7.60209979e-02  1.04307569e+00
 1.97920012e-01 -1.80000000e-01 -1.00000000e-01  5.63896905e-01 -6.62511997e-01 -1.00000000e-01  6.43621102e-02 -7.56180046e-02  1.04307550e+00
 2.04517346e-01 -1.80000000e-01 -1.00000000e-01  5.68048444e-01 -6.58955864e-01 -1.00000000e-01  6.48359978e-02 -7.52119923e-02  1.04307537e+00
 2.11114679e-01 -1.80000000e-01 -1.00000000e-01  5.72177542e-01 -6.55373730e-01 -1.00000000e-01  6.53074203e-02 -7.48031399e-02  1.04307556e+00
 2.17712013e-01 -1.80000000e-01 -1.00000000e-01  5.76284042e-01 -6.51765731e-01 -1.00000000e-01  6.57761861e-02 -7.43913742e-02  1.04307571e+00
 2.24309346e-01 -1.80000000e-01 -1.00000000e-01  5.80367825e-01 -6.48131972e-01 -1.00000000e-01  6.62422827e-02 -7.39766755e-02  1.04307576e+00
 2.30906680e-01 -1.80000000e-01 -1.00000000e-01  5.84428650e-01 -6.44472667e-01 -1.00000000e-01  6.67057159e-02 -7.35590579e-02  1.04307575e+00
 2.37504014e-01 -1.80000000e-01 -1.00000000e-01  5.88466441e-01 -6.40787884e-01 -1.00000000e-01  6.71665101e-02 -7.31385179e-02  1.04307570e+00
 2.44101348e-01 -1.80000000e-01 -1.00000000e-01  5.92480989e-01 -6.37077815e-01 -1.00000000e-01  6.76246742e-02 -7.27150656e-02  1.04307564e+00
 2.50698681e-01 -1.80000000e-01 -1.00000000e-01  5.96472160e-01 -6.33342582e-01 -1.00000000e-01  6.80802260e-02 -7.22887021e-02  1.04307560e+00
 2.57296015e-01 -1.80000000e-01 -1.00000000e-01  6.00439751e-01 -6.29582378e-01 -1.00000000e-01  6.85331733e-02 -7.18594367e-02  1.04307561e+00
 2.63893349e-01 -1.80000000e-01 -1.00000000e-01  6.04383670e-01 -6.25797287e-01 -1.00000000e-01  6.89834065e-02 -7.14273544e-02  1.04307564e+00
 2.70490682e-01 -1.80000000e-01 -1.00000000e-01  6.08303702e-01 -6.21987518e-01 -1.00000000e-01  6.94308413e-02 -7.09925180e-02  1.04307566e+00
 2.77088016e-01 -1.80000000e-01 -1.00000000e-01  6.12199728e-01 -6.18153184e-01 -1.00000000e-01  6.98754901e-02 -7.05549174e-02  1.04307568e+00
