# x1 x2 x3
# 101 3
# 101 3
 5.25000000e-01 -9.09326674e-01  0.00000000e+00
 5.30703067e-01 -9.06010074e-01  0.00000000e+00
 5.36385183e-01 -9.02657706e-01  0.00000000e+00
 5.42046124e-01 -8.99269703e-01  0.00000000e+00
 5.47685665e-01 -8.95846199e-01  0.00000000e+00
 5.53303585e-01 -8.92387328e-01  0.00000000e+00
 5.58899662e-01 -8.88893227e-01  0.00000000e+00
 5.64473673e-01 -8.85364034e-01  0.00000000e+00
 5.70025401e-01 -8.81799888e-01  0.00000000e+00
 5.75554625e-01 -8.78200930e-01  0.00000000e+00
 5.81061127e-01 -8.74567303e-01  0.00000000e+00
 5.86544689e-01 -8.70899149e-01  0.00000000e+00
 5.92005096e-01 -8.67196613e-01  0.00000000e+00
 5.97442132e-01 -8.63459842e-01  0.00000000e+00
 6.02855581e-01 -8.59688983e-01  0.00000000e+00
 6.08245231e-01 -8.55884186e-01  0.00000000e+00
 6.13610868e-01 -8.52045599e-01  0.00000000e+00
 6.18952281e-01 -8.48173375e-01  0.00000000e+00
 6.24269259e-01 -8.44267666e-01  0.00000000e+00
 6.29561592e-01 -8.40328627e-01  0.00000000e+00
 6.34829071e-01 -8.36356414e-01  0.00000000e+00
 6.40071487e-01 -8.32351183e-01  0.00000000e+00
 6.45288635e-01 -8.28313091e-01  0.00000000e+00
 6.50480308e-01 -8.24242300e-01  0.00000000e+00
 6.55646301e-01 -8.20138968e-01  0.00000000e+00
 6.60786411e-01 -8.16003260e-01  0.00000000e+00
 6.65900433e-01 -8.11835336e-01  0.00000000e+00
 6.70988167e-01 -8.07635363e-01  0.00000000e+00
 6.76049412e-01 -8.03403506e-01  0.00000000e+00
 6.81083967e-01 -7.99139931e-01  0.00000000e+00
 6.86091634e-01 -7.94844808e-01  0.00000000e+00
 6.91072216e-01 -7.90518306e-01  0.00000000e+00
 6.96025515e-01 -7.86160596e-01  0.00000000e+00
 7.00951336e-01 -7.81771849e-01  0.00000000e+00
 7.05849485e-01 -7.77352240e-01  0.00000000e+00
 7.10719768e-01 -7.72901941e-01  0.00000000e+00
 7.15561993e-01 -7.68421130e-01  0.00000000e+00
 7.20375969e-01 -7.63909983e-01  0.00000000e+00
 7.25161506e-01 -7.59368679e-01  0.00000000e+00
 7.29918415e-01 -7.54797395e-01  0.00000000e+00
 7.34646508e-01 -7.50196314e-01  0.00000000e+00
 7.39345598e-01 -7.45565616e-01  0.00000000e+00
 7.44015500e-01 -7.40905484e-01  0.00000000e+00
 7.48656029e-01 -7.36216103e-01  0.00000000e+00
 7.53267003e-01 -7.31497657e-01  0.00000000e+00
 7.57848240e-01 -7.26750333e-01  0.00000000e+00
 7.62399557e-01 -7.21974318e-01  0.00000000e+00
 7.66920777e-01 -7.17169800e-01  0.00000000e+00
 7.71411719e-01 -7.12336970e-01  0.00000000e+00
 7.75872208e-01 -7.07476018e-01  0.00000000e+00
 7.80302067e-01 -7.02587137e-01  0.00000000e+00
 7.84701120e-01 -6.97670518e-01  0.00000000e+00
 7.89069195e-01 -6.92726356e-01  0.00000000e+00
 7.93406119e-01 -6.87754847e-01  0.00000000e+00
 7.97711721e-01 -6.82756187e-01  0.00000000e+00
 8.01985830e-01 -6.77730572e-01  0.00000000e+00
 8.06228278e-01 -6.72678202e-01  0.00000000e+00
 8.10438898e-01 -6.67599275e-01  0.00000000e+00
 8.14617523e-01 -6.62493993e-01  0.00000000e+00
 8.18763988e-01 -6.57362557e-01  0.00000000e+00
 8.22878130e-01 -6.52205169e-01  0.00000000e+00
 8.26959786e-01 -6.47022034e-01  0.00000000e+00
 8.31008795e-01 -6.41813355e-01  0.00000000e+00
 8.35024998e-01 -6.36579338e-01  0.00000000e+00
 8.39008235e-01 -6.31320190e-01  0.00000000e+00
 8.42958349e-01 -6.26036119e-01  0.00000000e+00
 8.46875185e-01 -6.20727333e-01  0.00000000e+00
 8.50758587e-01 -6.15394041e-01  0.00000000e+00
 8.54608403e-01 -6.10036455e-01  0.00000000e+00
 8.58424481e-01 -6.04654786e-01  0.00000000e+00
 8.62206670e-01 -5.99249246e-01  0.00000000e+00
 8.65954820e-01 -5.93820049e-01  0.00000000e+00
 8.69668783e-01 -5.88367408e-01  0.00000000e+00
 8.73348414e-01 -5.82891540e-01  0.00000000e+00
 8.76993566e-01 -5.77392661e-01  0.00000000e+00
 8.80604096e-01 -5.71870987e-01  0.00000000e+00
 8.84179862e-01 -5.66326736e-01  0.00000000e+00
 8.87720721e-01 -5.60760128e-01  0.00000000e+00
 8.91226535e-01 -5.55171382e-01  0.00000000e+00
 8.94697165e-01 -5.49560719e-01  0.00000000e+00
 8.98132473e-01 -5.43928360e-01  0.00000000e+00
 9.01532325e-01 -5.38274528e-01  0.00000000e+00
 9.04896586e-01 -5.32599445e-01  0.00000000e+00
 9.08225123e-01 -5.26903336e-01  0.00000000e+00
 9.11517805e-01 -5.21186427e-01  0.00000000e+00
 9.14774502e-01 -5.15448941e-01  0.00000000e+00
 9.17995085e-01 -5.09691107e-01  0.00000000e+00
 9.21179427e-01 -5.03913151e-01  0.00000000e+00
 9.24327402e-01 -4.98115301e-01  0.00000000e+00
 9.27438887e-01 -4.92297786e-01  0.00000000e+00
 9.30513758e-01 -4.86460837e-01  0.00000000e+00
 9.33551894e-01 -4.80604683e-01  0.00000000e+00
 9.36553175e-01 -4.74729555e-01  0.00000000e+00
 9.39517482e-01 -4.68835686e-01  0.00000000e+00
 9.42444699e-01 -4.62923308e-01  0.00000000e+00
 9.45334710e-01 -4.56992654e-01  0.00000000e+00
 9.48187401e-01 -4.51043960e-01  0.00000000e+00
 9.51002658e-01 -4.45077458e-01  0.00000000e+00
 9.53780372e-01 -4.39093386e-01  0.00000000e+00
 9.56520432e-01 -4.33091980e-01  0.00000000e+00
 9.59222731e-01 -4.27073475e-01  0.00000000e+00
